грибы замороженные,20
грибы замороженные (опята и маслята),20
грибы лесные,20
грибы маринованные,20
грибы свежие,20
грибы соленые,20
грибы соломенные консервированные,11
грибы сухие,20
грибы шиитаке,20
грибы шиитаке сухие,20
гриль,20
гриссини,20
грудинка,20
грудинка варено-копченая,20
грудинка копченая,23
грушевое пюре,20
грушевый ликер,18
грушевый сироп,18
грушевый сок,20
грушевый уксус,25
груши,23
груши вяленые,20
грюйер,20
гуава,11
гуанчиале,20
гурьевская каша,20
гусиная грудка копченая,20
гусиная печень,20
гусиный жир,25
гусь,20
гусь тушка,14
дайкон,20
детское питание,20
джем,20
джин,20
джусай,20
диоксид титана,20
долма,20
дорада,11
дорада потрошеная с головой,11
дорада с головой,11
дорада тушка,11
драже,20
дрожжи домашние,20
дрожжи свежие,20
дрожжи сухие,23
дубовая кора,20
душица,20
дыня,20
ежевика,20
ежевика замороженная,20
ерш,20
ёрш-носарь,11
желатин,20
желатин листовой,23
желе,20
желе для торта,17
желирующее вещество,17
желирующий сахар,20
женьшень,20
жидкий дым,20
жимолость,20
жир,20
жир вытопленный,9
жир кулинарный,20
жир растительный,20
заатар,4
завтрак сухой,20
завтрак сухой подушечки,20
загуститель для сливок,20
зайчатина,20
закваска,27
закваска вечная,20
заменитель сахара,23
заменитель сахара стевия,20
заправка для салатов готовая,20
зверобой,23
зелень,20
зелень рубленая,20
земляника,23
земляника замороженная,20
зефир,20
зира,20
злаковые хлопья,20
зубатка,20
зубатка филе,20
изолят соевого протеина,20
изюм,20
изюм без косточек,20
изюм белый,20
изюм черный,20
икра,20
икра вяленой рыбы,20
икра горбуши зернистая,20
икра красная,20
икра красной рыбы мелкая,20
икра летучей рыбы,20
икра лосося,20
икра мойвы,20
икра палтуса,20
икра судака,20
икра черная,20
имбирное варенье,20
имбирное печенье,23
имбирные цукаты,25
имбирь,20
имбирь засахаренный,20
имбирь корень,20
имбирь маринованный,20
имбирь молотый,20
индейка,20
индейка голень,20
индейка грудка,20
индейка копченая,20
индейка тушка,11
индейка фарш,20
индейка филе,20
индоутка,11
индюшачья печень,20
инжир,20
инжир свежий,20
инжир сушеный,20
ирга,20
ириски,20
итальянские травы,20
йогурт,20
йогурт греческий,20
йогурт жирный,20
йогурт козий,20
йогурт натуральный,20
йогурт нежирный,20
йогурт обезжиренный,20
йогурт фруктовый,20
кабачки,20
кабачки замороженные,20
кабачки молодые,20
каджунская смесь специй,25
какао,21
какао-бобы,20
какао-масло,20
какао-порошок,23
какао-порошок обезжиренный,20
какао сгущенное,7
калина,23
калина протертая,20
калинджи семена,29
кальвадос,20
кальмары,20
кальмары вареные,20
кальмары замороженные,20
кальмары консервированные,20
кальмары филе,11
камамбер,17
камбала,20
камбала филе,20
кампари,18
кандурин золотой,29
каннеллони,20
капеллини,20
каперсы,20
каперсы в винном уксусе,20
каперсы маринованные,20
капуста белокочанная,20
капуста брюссельская,20
капуста брюссельская замороженная,20
капуста кале,20
капуста квашеная,23
капуста кольраби,20
капуста краснокочанная,20
капуста морская,23
капуста морская замороженная,20
капуста морская сушеная,20
капуста пекинская,20
капуста савойская,20
капуста цветная,20
капуста цветная замороженная,20
капустный рассол,20
капучино,20
каракатица,20
каракатица очищенная,20
карамбола,20
карамель,18
карамельный соус,20
карамель с начинкой,20
карамель соленая,20
карась,20
карбонад,20
кардамон,20
кардамон зерна,29
кардамон молотый,20
кардамон стручки,11
каркаде,20
карп,20
карп зеркальный,14
карп филе,14
карри,20
карри листья,20
карри паста,27
картофель,20
картофель вареный,20
картофель вареный в мундире,20
картофель молодой,20
картофельное пюре,23
картофельные ньокки,20
картофельные хлопья,20
картофельные чипсы,20
картофельный крахмал,20
картофельный отвар,20
картофельный хэш замороженный,20
картофель печеный,20
катык,20
каффир-лайм листья,23
каша,20
каша для детского питания,20
каштановая мука,20
каштановый крем,20
каштаны,20
каштаны вареные,20
каштаны консервированные,20
каштаны очищенные,20
квас,20
квасное сусло,20
квасной концентрат сухой,17
квас хлебный,20
кедровая мука,20
кедровые орехи,20
кедровые орехи жареные,20
кета,20
кетчуп острый,23
кетчуп томатный,20
кетчуп тосканский,25
кетчуп шашлычный,20
кефаль,20
кефир,23
кефир 1%,20
"кефир 2,5%",20
"кефир 3,2%",20
кефир обезжиренный,20
кешью,20
кивано,20
киви,14
киви желе,20
кижуч,20
кижуч горячего копчения филе,20
кизил,20
килька,20
кимчи,20
кинза свежая,3
кинза сушеная,20
киноа,20
киноа молотая,20
кипяток,20
кирш,25
кисель,20
кисель сухой,20
кисломолочный напиток Тан,18
кишки,20
клейковина,20
клементины,20
кленовый сироп,20
клубника,20
клубника в сиропе,20
клубника замороженная,20
"клубника, протертая с сахаром",20
клубника сушеная,20
клубничное варенье,20
клубничное желе,17
клубничное пюре,20
клубничный джем,20
клубничный джем густой,18
клубничный компот,9
клубничный ликер,20
клубничный сироп,20
клюква,20
клюква вяленая,20
клюква замороженная,20
"клюква, протертая с сахаром",20
клюквенное варенье,20
клюквенный джем,20
клюквенный морс,25
клюквенный сироп,20
клюквенный соус,20
козлиная печень,20
козлятина молодая,14
кока-кола,25
кокосовая вода,9
кокосовая мука,25
кокосовая стружка,20
кокосовая стружка цветная,20
кокосовое масло,18
кокосовое молоко,20
кокосовые сливки,20
кокосовый ликер,25
кокосовый экстракт,20
кокосы,20
кола,20
колбаса,20
колбаса вареная,20
колбаса варено-копченая,20
колбаса копченая,20
колбаса кровяная,20
колбаса полукопченая,20
колбаса сырокопченая,20
колбаска свиная свежая (salsiccia),11
колбаски,20
колбаски для жарки,20
колбаски домашние,11
колбаски охотничьи,20
колбаски сырокопченые,11
компот,20
конопляное масло,25
конопля семена,20
конфеты,23
конфеты M&M’s,20
конфеты жевательные лакричные,20
конфеты Коровка,20
конфеты Трюфель,20
конфитюр,23
конфитюрка,17
коньяк,20
копчености,20
коренья,23
кориандр,20
кориандр зелень,20
кориандр молотый,20
кориандр семена,20
коринка,25
корица,20
корица молотая,20
корнишоны,20
корнишоны маринованые,20
корюшка,20
корюшка горячего копчения,20
кости,20
кости мозговые,20
кость сахарная,20
кофе в зернах,9
кофе зеленый,20
кофейные зерна в шоколаде,20
кофейный ликер,20
кофейный ликер Kahlua,18
кофейный напиток,18
кофейный сироп,20
кофейный экстракт,18
кофе молотый,25
кофе растворимый,20
кофе свежесваренный,20
кофе черный,20
кофе эспрессо,9
крабовое мясо,20
крабовые палочки,23
краб снежный,23
крабы,20
крапива,20
краситель-гель пищевой,11
краситель пищевой,20
краситель пищевой вишневый,4
краситель пищевой желтый,20
краситель пищевой зеленый,25
краситель пищевой красный,20
краситель пищевой оранжевый,20
краситель пищевой фиолетовый,20
краситель пищевой черный,20
красная смородина,20
"красная смородина, протертая с сахаром",25
красноперка,11
лимонная кислота,20
красносмородиновое варенье,20
красный винный соус,20
крахмал,20
креветки,20
креветки замороженные,20
креветки королевские,20
креветки очищенные,20
креветки очищенные в рассоле,20
креветки салатные,20
креветки сушеные,20
креветки тигровые,20
крекер,20
крекер соленый,20
крем заварной,20
крем заварной порошковый,20
крем-фреш,20
кресс-салат,20
кровь,18
кролик,20
кролик тушка,20
кролик филе,20
кроличья печень,20
круассаны,23
крутоны мелкие,20
крыжовник,20
крыжовниковое варенье,7
кукуруза,20
кукуруза замороженная,20
кукуруза консервированная,20
кукуруза обжаренная кикос,20
кукурузная крупа,20
кукурузная мука,20
кукурузное масло,20
кукурузные лепешки,11
кукурузные палочки,20
кукурузные хлопья,20
кукурузные хлопья глазированные,20
кукурузные чипсы,20
кукурузный (золотой) сироп,20
кукурузный крахмал,23
кумин,20
кумкваты,21
кунжут,20
кунжутная мука,20
кунжутная паста,20
кунжутное масло,20
кунжутные семечки,23
кунжут черный,29
купаты,11
курага,23
курдючное сало,20
курдючный жир,20
куриная ветчина,20
куриная кожа,20
куриная печень,20
куриное карпаччо,20
куриное филе,20
куриные бедра,20
куриные голени,20
куриные голени копченые,11
куриные грудки,20
куриные грудки вареные,20
куриные грудки копченые,20
куриные желудочки,11
куриные кости,20
куриные крылья,20
куриные окорочка,20
куриные окорочка копченые,20
куриные потрошки,20
куриные сердечки,20
куриный бульон,20
куриный паштет,20
куриный суповой набор,14
куриный фарш,20
курица,20
курица вареная,20
курица для жарки,14
курица копченая,20
курица тушка,20
куркума,20
куропатки,20
кускус,20
кускус жемчужный,9
кэроб,20
лаванда,20
лаванда сушеная,4
лавандовый краситель,29
лаваш,23
лаваш армянский,20
лаваш персидский круглый,20
лаваш тонкий,12
лавровые листья свежие,11
лавровый лист,20
лайм,20
лайм листья,11
лаймовая цедра,20
лаймовый сок,20
лангустины,11
лапша,20
лапша для лагмана,17
лапша ширатаки,20
лапша яичная в гнездах,11
латук,20
легкие,20
лед,20
леди-фиш тушка,11
лемонграсс (лимонное сорго),20
лен семена,20
лепешки,20
лепешки арабские,11
лесные орехи,20
лечо,20
ливер,20
ликер,20
ликер Alchermes,20
ликер Amaretto,20
ликер Baileys,20
ликер Cointreau,20
ликер кремовый,20
ликер сливочный,20
лимонад,20
лимонная цедра,20
лимонник стебель,20
лимонник ягоды,20
лимонные корочки засахаренные,20
лимонные цукаты,20
лимонный сок,20
лимонный уксус,20
лимонный экстракт,20
лимончелло,20
лимоны,20
лингвине,11
лисички,20
лисички сушеные,20
личи,11
личи компот,20
лобстер,20
лонган,20
лонгконг,11
лососевые молоки,20
лососевый фарш,20
лосось,20
лосось горячего копчения,20
лосось копченый,20
лосось свежесоленый,20
лосось свежий,20
лосось свежий филе,20
лосось слабосоленый,20
лосось стейки,20
лосось филе,20
лосось филе на коже,20
лосось холодного копчения,20
лосятина,14
лук белый,23
лук зеленый,20
лук красный,23
лук маринованный,20
луковая шелуха,20
луковый порошок,20
лук-порей,21
лук-резанец,23
лук репчатый,20
лук репчатый мелкий,20
лук салатный,11
лук сушеный,20
лук-шалот,20
лук-шалот красный,11
льняная мука,20
льняное масло,29
льняное семя,20
льняное семя молотое,20
любисток,20
маасдам,20
мадера,20
майонез,20
майонез домашний,20
майонез легкий,20
майонезный соус «Слобода» Постный,20
майонез оливковый,20
майонез «Слобода» Легкий,20
майонез «Слобода» На перепелиных яйцах,20
майонез «Слобода» Оливковый,20
майонез «Слобода» Провансаль,20
майонез «Слобода» С лимонным соком,20
майонез «Слобода» Сметанный,20
майоран,20
майоран свежий,23
майоран сушеный,20
мак,20
макаронные изделия,20
макаронные изделия мелкие,20
макароны,20
макароны-бабочки (farfalle),20
макароны-бабочки (farfalle) мини,20
макароны баветте,20
макароны-бантики,20
макароны букатини,20
макароны джильи,20
макароны диталони,20
макароны-звездочки,9
макароны орзо,20
макароны-ракушки (conchiglie),20
макароны-ракушки (conchiglie rigate),20
макароны-ракушки крупные,20
макароны рисони,20
макароны-рожки (pipe rigate),20
макароны-спиральки (fusilli),20
макароны-ушки (orecchiette),20
маккерончини,20
мак молотый,20
маковая масса,5
малина,20
малина замороженная,20
"малина, протертая с сахаром",9
малина сушеная,20
малиновое варенье,20
малиновое желе,20
малиновое пюре,20
малиновый джем,20
малиновый крем,20
малиновый сироп,29
малиновый соус,29
малиновый уксус,18
малиновый чай,20
манго,23
манговый сироп,18
манго консервированное,20
мангольд,20
мангустин,11
мандариновое пюре,20
мандариновые цукаты,20
мандариновый сок,20
мандарины,23
мандарины в собственном соку,20
манная крупа,20
маракуйя,20
маргарин,20
мука 2 сорт,20
маргарин сливочный,20
мармелад,23
мармелад бутербродный,20
марсала,9
мартини,20
мартини красный,20
марципан,23
марципан зеленый,20
марципан розовый,20
маршмеллоу,20
маршмеллоу крем,20
маршмеллоу мини,20
маскарпоне,20
маслины,20
маслины без косточек,20
масло авокадо,20
масло виноградных косточек,20
масло грецкого ореха,29
масло для фритюра,20
масло кедрового ореха,20
маслята,20
мастика,20
мастика желатиновая,20
мастика шоколадная,20
матча,20
мафальдине,20
маца,20
мацони,20
маш,20
мед,20
мед акации,20
мед гречишный,20
мед жидкий,20
мед лавандовый,20
мелисса,20
меренги,11
мидии,20
мидии в раковинах,20
мидии в раковинах крупные черные,20
мидии в раковинах мелкие зеленые,20
мидии замороженные,11
мидии копченые в масле,20
микрозелень,21
миндаль,20
миндаль жареный,20
миндаль измельченный,20
миндальная масса,20
миндальная мука,20
миндальная паста,20
миндальная эссенция,20
миндальное масло,20
миндальное молоко,20
миндальное печенье,20
миндальное пралине,20
миндальные лепестки,20
миндальный ликер,20
миндальный сироп,20
миндальный экстракт,26
миндаль очищенный,20
миндаль рубленый,20
мини-кукуруза,11
минога,20
минтай,20
минтай печень,20
минтай филе,20
мисо-паста,20
мисо-суп,27
можжевельник ягоды,20
мойва,20
моллюски,20
молоко,20
"молоко 0,5%",20
"молоко 1,5%",20
"молоко 2,5%",20
"молоко 3,2%",20
"молоко 3,6%",20
молоко 4%,20
молоко 6%,20
молоко козье,20
молоко концентрированное,20
молоко рисовое,18
молоко сгущенное,20
молоко сгущенное вареное,25
молоко сгущенное с какао,20
молоко сухое,20
молоко сухое обезжиренное,25
молоко топленое,20
молочная смесь,20
молочные продукты,20
морепродукты,11
морковное пюре,20
морковь,20
морковь вареная,20
морковь крупная,20
морковь молодая,20
морковь по-корейски,20
морковь тертая,11
мороженое,23
мороженое ванильное,20
мороженое клубничное,20
мороженое лимонное,23
мороженое малиновое,20
мороженое пломбир,20
мороженое шоколадное,18
морошка,20
морские гребешки,14
морской коктейль,20
морской коктейль в масле,17
морской коктейль замороженный,20
морской черт,20
морской язык,20
морской язык филе,20
мортаделла,20
моцарелла,20
моцарелла для запекания,20
моцарелла для пиццы,20
моцарелла мини,20
моцарелла с травами,20
моцарелла шарик большой,20
мука,20
мука 1 сорт,20
мука «Аладушкин»,20
мука грубого помола,20
мука для темпуры,20
мука из пророщенной пшеницы,25
мука манитоба,20
мука самоподнимающаяся,20
мука с отрубями,29
мука с семечками,20
мука хлебопекарная,20
мука цельнозерновая,20
мускат белый,18
мускатное вино,20
мускатный орех,20
мускатный орех молотый,20
мюсли,20
мягкий творог,20
мясной бульон,20
мясной фарш,20
мясо,20
мясо дикого кабана,20
мясо криля,20
мясо на косточке,14
мята,20
мята сушеная,20
мятный сироп,20
мятный шнапс,20
нардек,20
нектарины,11
нога ягненка без кости,20
нори,20
нуга,20
нуга с орехами,20
нут,20
нутелла,20
нут консервированный,20
нутовая мука,20
облепиха,20
облепиха замороженная,20
облепиховый сироп,9
овощи,20
овощная смесь,20
овощная смесь замороженная,20
овощная смесь замороженная для wok,20
овощная смесь по-китайски,20
овощной бульон,23
овсяная мука,20
овсяное молоко,9
овсяное печенье,20
овсяное толокно,20
овсяные зерна,20
овсяные отруби,20
овсяные хлопья,20
овсяные хлопья быстрого приготовления,20
огуречный рассол,9
огурцы,20
огурцы консервированные,11
огурцы малосольные,11
огурцы маринованные,7
огурцы свежие,20
огурцы соленые,20
одуванчики,20
окорок,20
окорок варено-копченый,20
окунь,20
окунь красный филе,20
окунь морской,20
окунь морской филе,20
окунь филе,20
оленина,20
оливки,20
оливки без косточек,20
оливки зеленые,23
оливки зеленые консервированные,7
оливки каламата,20
оливки консервированные,20
"оливки, фаршированные анчоусами",20
оливки черные,23
оливковая паста,20
оливковое масло,20
оливковое масло Extra Virgin,20
опунция плоды,20
опята,23
опята замороженные,20
опята маринованные,20
орегано,20
орегано свежий,20
орегано сушеный,20
орехи,20
орехи бразильские,20
орехи макадамия,20
орехи пекан,20
орехи пинии,20
ореховая крошка,9
ореховая паста,11
ореховое масло,25
ореховый ликер,18
ореховый соус,25
осетр,20
осетрина холодного копчения,20
осьминог,20
осьминоги консервированные,20
осьминоги мини,20
отруби,20
ошеек,20
пагр,20
пажитник,20
пажитник семена,20
палтус,20
пальмовое масло,20
пангасиус,20
панеттоне,11
Панифарин,20
панчетта,20
папайя,20
папайя консервированная в собственном соку,20
папоротник,20
папоротник соленый,17
паппарделле,20
паприка,20
паприка копченая,25
паприка красная,25
паприка красная молотая,20
паприка острая копченая,20
паприка сладкая,20
паприка сладкая копченая,20
паприка сладкая хлопьями,29
пармезан,20
паста,20
паста веджимайт,20
паста тахини,20
паста хариса,25
пастернак,20
пастила,20
пастила виноградная,20
патиссоны,20
патока,20
патока крахмальная,20
патока черная (меласса),20
пахта,20
паштет,20
пекарский порошок,20
пекарский порошок,29
пекорино,20
пектин,20
пеленгас,20
пельмени,20
пенне,20
пенне ригате,20
пеперончино,29
пеперончино молотый,4
переводной лист для шоколада,11
перепелки,15
перец,20
перец белый,20
перец белый горошком,23
перец белый молотый,20
перец белый свежемолотый,29
перец болгарский,20
перец болгарский желтый,20
перец болгарский зеленый,20
перец болгарский красный,20
перец горошком,20
перец горошком смесь,20
перец душистый,4
перец душистый горошком,20
перец душистый молотый,20
перец испанский острый,11
перец кайенский,20
перец кайенский красный,20
перец кайенский молотый,4
перец красный,20
перец красный горошком,20
перец красный жгучий,20
перец красный молотый,20
перец красный острый,20
перец красный острый молотый,23
перец красный хлопьями,4
перец лимонный,20
перец маринованный,20
перец острый,20
перец острый зеленый,11
перец острый молотый,4
перец падрон,20
перец пеперони,20
перец пеперони красный,11
перец розовый горошком,20
перец свежемолотый смесь,20
перец сенегальский,23
перец сладкий,20
перец сладкий желтый,20
перец сладкий зеленый,20
перец сладкий красный,20
перец сладкий красный маринованный,11
перец сладкий красный молотый,20
перец сладкий оранжевый,20
перец сладкий сушеный,20
перец сычуаньский,20
перец халапеньо,20
перец халапеньо маринованный,11
перец черный,25
перец черный горошком,23
перец черный молотый,20
перец черный свежемолотый,20
перец чили,20
перец чили зеленый,10
перец чили красный,10
перец чили маринованный,23
перец чили молотый,20
перец чили сухой,25
перец чили хлопьями,23
перец ямайский,20
перловая крупа,20
перловая мука,20
персики,20
персики консервированные,20
персики сушеные,21
персиковое пюре,20
персиковый джем,20
персиковый мармелад,25
персиковый сироп,18
персиковый сок,20
перцовая паста,29
петрушка,20
петрушка зелень,20
петрушка итальянская,6
петрушка корень,20
петрушка рубленая,20
петрушка сушеная,20
печень,20
печенье,23
печенье Oreo,20
печенье Амаретти,20
печенье бисквитное,20
печенье галетное,11
печенье «Дамские пальчики»,20
печенье песочное,20
печенье рассыпчатое,20
печенье Савоярди,20
печенье сахарное,20
печенье сладкое,20
печенье сухое,20
печенье шоколадное,20
печенье Юбилейное молочное,20
пиво,20
пиво имбирное,18
пиво нефильтрованное,20
пиво светлое,20
пиво темное,7
пикша,11
питы,23
повидло,20
подсолнечное масло,20
подсолнечные семечки,20
полба,20
полба недозрелая,20
полента,23
полента быстрого приготовления,9
помело,20
помидоры,20
помидоры бурые,20
помидоры вяленые,23
помидоры вяленые в масле,20
помидоры желтые,11
помидоры зеленые,14
помидоры консервированные,20
помидоры консервированные в собственном соку,20
помидоры консервированные в собственном соку с базиликом,20
помидоры протертые пассата,20
помидоры соленые,11
помидоры сушеные хлопьями,20
помидоры черри,20
помидоры черри желтые,20
попкорн,20
поросенок,14
портвейн,20
портобелло,20
портулак,20
посыпка кондитерская,23
почки,20
приправа 4 перца,20
приправа 5 специй (five spice),29
приправа для баранины,25
приправа для картофеля,20
приправа для курицы,20
приправа для макарон,23
приправа для маринования свинины,23
приправа для морепродуктов,23
приправа для мяса,20
приправа для паэльи,23
приправа для пиццы,29
приправа для плова,20
приправа для птицы,25
приправа для рыбы,20
приправа для салатов,23
приправа заатар,29
приправа креольская,25
приправа с сушеными грибами,29
приправы,20
прованские травы,20
проволоне,20
просекко,18
простокваша,20
протеин сывороточный,20
прошутто,20
пряники,20
пряничные специи,20
пряности,20
псиллиум,20
птитим,20
пудинг,20
пудинг ванильный,20
пудинг ванильный инстант,17
пудинг карамельный,20
пшеница,20
пшеничная крупа,20
пшеничная мука,20
пшеничная мука цельнозерновая,20
пшеничные зародыши,9
пшеничные отруби,20
пшеничные ростки,20
пшеничные хлопья,20
пшенные хлопья,25
пшено,20
пыльца цветочная,20
пюре,23
радиккио,11
разрыхлитель,20
раки,11
раковые шейки,20
раковые шейки в рассоле,20
рамбутан,20
рапаны,20
рапсовое масло,23
рассол,20
рассол от каперсов,25
рассол от оливок,25
растительное масло,20
растительное масло для жарки,20
растительное масло нерафинированное,9
растительное масло рафинированное,20
растительное молоко,9
ревень,20
реган,8
редис,20
редька,20
редька белая,11
редька зеленая,11
редька черная,11
репа,20
репа белая,11
ржаная закваска,20
ржаная закваска густая,20
ржаная мука,20
ржаные отруби,20
ригатони,20
рикотта,20
рикотта твердая,20
рис,20
рис арборио,20
рис басмати,20
рис бурый,20
рис бурый и дикий смесь,20
рис вареный,20
рис виола,20
рис девзира,20
рис дикий,20
рис дикий и золотистый смесь,20
рис длиннозерный,20
рис длиннозерный золотистый,20
рис для плова,20
рис для пудинга,20
рис для ризотто,20
рис для суши,20
рис жасминовый,20
рис золотистый,20
рис индика,20
рис италика,20
рис карнароли,20
рис красный,20
рис круглозерный,20
рис кубанский,20
рисовая бумага,20
рисовая лапша,20
рисовая мука,20
рисовое вино,29
рисовые хлопья,20
рисовые шарики воздушные,20
рисовый крахмал,25
рисовый уксус,23
рис пропаренный,20
рис пропаренный и дикий смесь,20
рис японика,20
рожь,20
розмарин,11
